2016/06/16 05:51:20.348165:	RESET
2016/06/16 06:00:55.155750:		    Max    : 38.37 deg C
2016/06/16 06:00:55.157105:		    Min    : 37.14 deg C
2016/06/16 06:00:55.169808:		    Average: 37.79 deg C
2016/06/16 06:00:55.177248:		THERMAL1
2016/06/16 06:00:55.179156:		    Instant: 38.85 deg C
2016/06/16 06:00:55.192345:		    Max    : 39.35 deg C
2016/06/16 06:00:55.194347:		    Min    : 37.87 deg C
2016/06/16 06:00:55.194577:		    Average: 38.50 deg C
2016/06/16 06:00:55.194718:		THERMAL2
2016/06/16 06:00:55.194782:		    Instant: 0.00 deg C
2016/06/16 06:00:55.194837:		    Max    : 0.00 deg C
2016/06/16 06:00:55.194896:		    Min    : 0.00 deg C
2016/06/16 06:00:55.194945:		    Average: 0.00 deg C
2016/06/16 06:00:55.194990:		CCC_THERMAL0
2016/06/16 06:00:55.198706:		    Instant: 37.64 deg C
2016/06/16 06:00:55.198785:		    Max    : 38.62 deg C
2016/06/16 06:00:55.198840:		    Min    : 37.39 deg C
2016/06/16 06:00:55.198885:		    Average: 37.89 deg C
2016/06/16 06:00:55.198931:		CCC_THERMAL1
2016/06/16 06:00:55.198979:		    Instant: 37.14 deg C
2016/06/16 06:00:55.199037:		    Max    : 38.37 deg C
2016/06/16 06:00:55.199088:		    Min    : 37.14 deg C
2016/06/16 06:00:55.199136:		    Average: 37.48 deg C
2016/06/16 06:00:55.199185:		CCC_THERMAL2
2016/06/16 06:00:55.199232:		    Instant: 36.65 deg C
2016/06/16 06:00:55.199280:		    Max    : 37.39 deg C
2016/06/16 06:00:55.199328:		    Min    : 36.65 deg C
2016/06/16 06:00:55.199378:		    Average: 36.90 deg C
2016/06/16 06:00:55.199454:	------------------------------------------------------------------------------
2016/06/16 06:00:55.199506:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.199554:	------------------------------------------------------------------------------
2016/06/16 06:00:55.199603:	[REPORT]: CCC_THERMAL0_44 = 37.64 [-2147483648,2147483647]
2016/06/16 06:00:55.199661:	[REPORT]: CCC_THERMAL1_44 = 37.14 [-2147483648,2147483647]
2016/06/16 06:00:55.209167:	[REPORT]: CCC_THERMAL2_44 = 36.64999999999999 [-2147483648,2147483647]
2016/06/16 06:00:55.209236:	[BBMTE]: Dumping test table...
2016/06/16 06:00:55.209288:	[BBMTE]: root.sysdump (nil)
2016/06/16 06:00:55.209335:	[BBMTE]: root.sysdump.sh (function: 0x878646020)
2016/06/16 06:00:55.209417:	[BBMTE]: root.sysdump.sh.shfw (function: 0x878646FA0)
2016/06/16 06:00:55.222760:	[BBMTE]: root.sysdump.sh.shsim (function: 0x8786460A0)
2016/06/16 06:00:55.222827:	------------------------------------------------------------------------------
2016/06/16 06:00:55.238749:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.238829:	------------------------------------------------------------------------------
2016/06/16 06:00:55.241997:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.254833:	Disabling color option...
2016/06/16 06:00:55.254908:	OK
2016/06/16 06:00:55.254967:	------------------------------------------------------------------------------
2016/06/16 06:00:55.255026:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.271055:	[16 06:00:55] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.274895:	------------------------------------------------------------------------------
2016/06/16 06:00:55.287844:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.287918:	OK
2016/06/16 06:00:55.287971:	------------------------------------------------------------------------------
2016/06/16 06:00:55.288019:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.302671:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.302758:	------------------------------------------------------------------------------
2016/06/16 06:00:55.307856:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.319167:	Disabling timestamps option...
2016/06/16 06:00:55.321833:	OK
2016/06/16 06:00:55.333871:	------------------------------------------------------------------------------
2016/06/16 06:00:55.334801:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.351285:	------------------------------------------------------------------------------
2016/06/16 06:00:55.364436:	[BBMTE]: root.sysdump (nil)
2016/06/16 06:00:55.367666:	------------------------------------------------------------------------------
2016/06/16 06:00:55.380327:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.382318:	------------------------------------------------------------------------------
2016/06/16 06:00:55.386929:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.387206:	Disabling color option...
2016/06/16 06:00:55.387706:	OK
2016/06/16 06:00:55.401803:	------------------------------------------------------------------------------
2016/06/16 06:00:55.407356:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.419417:	[16 06:00:55] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.431564:	------------------------------------------------------------------------------
2016/06/16 06:00:55.437548:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.444355:	OK
2016/06/16 06:00:55.444447:	------------------------------------------------------------------------------
2016/06/16 06:00:55.444510:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.444562:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.444611:	------------------------------------------------------------------------------
2016/06/16 06:00:55.444660:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.446177:	Disabling timestamps option...
2016/06/16 06:00:55.446241:	OK
2016/06/16 06:00:55.446291:	------------------------------------------------------------------------------
2016/06/16 06:00:55.446341:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.447547:	------------------------------------------------------------------------------
2016/06/16 06:00:55.447619:	[BBMTE]: root.sysdump.sh (function: 0x878646020)
2016/06/16 06:00:55.447673:	------------------------------------------------------------------------------
2016/06/16 06:00:55.463540:	[16 06:00:55] .... 			temperature --dev soc
2016/06/16 06:00:55.463612:	------------------------------------------------------------------------------
2016/06/16 06:00:55.463666:	:-) temperature --dev soc
2016/06/16 06:00:55.463712:	Device: soc
2016/06/16 06:00:55.463757:		THERMAL0
2016/06/16 06:00:55.480453:		    Instant: 38.12 deg C
2016/06/16 06:00:55.480526:		    Max    : 38.37 deg C
2016/06/16 06:00:55.480584:		    Min    : 37.14 deg C
2016/06/16 06:00:55.480638:		    Average: 37.79 deg C
2016/06/16 06:00:55.480686:		THERMAL1
2016/06/16 06:00:55.480733:		    Instant: 38.85 deg C
2016/06/16 06:00:55.480781:		    Max    : 39.35 deg C
2016/06/16 06:00:55.480830:		    Min    : 37.87 deg C
2016/06/16 06:00:55.495884:		    Average: 38.50 deg C
2016/06/16 06:00:55.496006:		THERMAL2
2016/06/16 06:00:55.496070:		    Instant: 0.00 deg C
2016/06/16 06:00:55.496120:		    Max    : 0.00 deg C
2016/06/16 06:00:55.496167:		    Min    : 0.00 deg C
2016/06/16 06:00:55.496213:		    Average: 0.00 deg C
2016/06/16 06:00:55.496261:		CCC_THERMAL0
2016/06/16 06:00:55.496306:		    Instant: 37.64 deg C
2016/06/16 06:00:55.511467:		    Max    : 38.62 deg C
2016/06/16 06:00:55.511533:		    Min    : 37.39 deg C
2016/06/16 06:00:55.511582:		    Average: 37.89 deg C
2016/06/16 06:00:55.511624:		CCC_THERMAL1
2016/06/16 06:00:55.511668:		    Instant: 37.14 deg C
2016/06/16 06:00:55.511712:		    Max    : 38.37 deg C
2016/06/16 06:00:55.511757:		    Min    : 37.14 deg C
2016/06/16 06:00:55.511799:		    Average: 37.48 deg C
2016/06/16 06:00:55.531069:		CCC_THERMAL2
2016/06/16 06:00:55.531141:		    Instant: 36.65 deg C
2016/06/16 06:00:55.531193:		    Max    : 37.39 deg C
2016/06/16 06:00:55.531259:		    Min    : 36.65 deg C
2016/06/16 06:00:55.531304:		    Average: 36.90 deg C
2016/06/16 06:00:55.544493:	------------------------------------------------------------------------------
2016/06/16 06:00:55.544598:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.544669:	------------------------------------------------------------------------------
2016/06/16 06:00:55.560624:	[REPORT]: CCC_THERMAL0_45 = 37.64 [-2147483648,2147483647]
2016/06/16 06:00:55.560699:	[REPORT]: CCC_THERMAL1_45 = 37.14 [-2147483648,2147483647]
2016/06/16 06:00:55.560790:	[REPORT]: CCC_THERMAL2_45 = 36.64999999999999 [-2147483648,2147483647]
2016/06/16 06:00:55.583589:	[BBMTE]: sh finished with result true , 0.000s
2016/06/16 06:00:55.591517:	------------------------------------------------------------------------------
2016/06/16 06:00:55.597437:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.610242:	------------------------------------------------------------------------------
2016/06/16 06:00:55.613286:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:55.624155:	Disabling color option...
2016/06/16 06:00:55.631304:	OK
2016/06/16 06:00:55.635123:	------------------------------------------------------------------------------
2016/06/16 06:00:55.646987:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.649142:	[16 06:00:55] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.653638:	------------------------------------------------------------------------------
2016/06/16 06:00:55.655089:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.666629:	OK
2016/06/16 06:00:55.681254:	------------------------------------------------------------------------------
2016/06/16 06:00:55.688117:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.694401:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.694509:	------------------------------------------------------------------------------
2016/06/16 06:00:55.694576:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.694631:	Disabling timestamps option...
2016/06/16 06:00:55.694687:	OK
2016/06/16 06:00:55.694796:	------------------------------------------------------------------------------
2016/06/16 06:00:55.694885:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.694939:	------------------------------------------------------------------------------
2016/06/16 06:00:55.698100:	[BBMTE]: root.sysdump.sh.shfw (function: 0x878646FA0)
2016/06/16 06:00:55.698176:	------------------------------------------------------------------------------
2016/06/16 06:00:55.698237:	[16 06:00:55] .... 			temperature --dev soc
2016/06/16 06:00:55.702741:	------------------------------------------------------------------------------
2016/06/16 06:00:55.702863:	:-) temperature --dev soc
2016/06/16 06:00:55.702965:	Device: soc
2016/06/16 06:00:55.703054:		THERMAL0
2016/06/16 06:00:55.703103:		    Instant: 38.12 deg C
2016/06/16 06:00:55.703154:		    Max    : 38.37 deg C
2016/06/16 06:00:55.706798:		    Min    : 37.14 deg C
2016/06/16 06:00:55.719063:		    Average: 37.79 deg C
2016/06/16 06:00:55.719142:		THERMAL1
2016/06/16 06:00:55.719209:		    Instant: 38.85 deg C
2016/06/16 06:00:55.719295:		    Max    : 39.35 deg C
2016/06/16 06:00:55.719343:		    Min    : 37.87 deg C
2016/06/16 06:00:55.719430:		    Average: 38.50 deg C
2016/06/16 06:00:55.719480:		THERMAL2
2016/06/16 06:00:55.719559:		    Instant: 0.00 deg C
2016/06/16 06:00:55.734701:		    Max    : 0.00 deg C
2016/06/16 06:00:55.734755:		    Min    : 0.00 deg C
2016/06/16 06:00:55.734803:		    Average: 0.00 deg C
2016/06/16 06:00:55.734839:		CCC_THERMAL0
2016/06/16 06:00:55.734878:		    Instant: 37.64 deg C
2016/06/16 06:00:55.734917:		    Max    : 38.62 deg C
2016/06/16 06:00:55.734957:		    Min    : 37.39 deg C
2016/06/16 06:00:55.737231:		    Average: 37.89 deg C
2016/06/16 06:00:55.750679:		CCC_THERMAL1
2016/06/16 06:00:55.750850:		    Instant: 37.14 deg C
2016/06/16 06:00:55.750964:		    Max    : 38.37 deg C
2016/06/16 06:00:55.751102:		    Min    : 37.14 deg C
2016/06/16 06:00:55.751197:		    Average: 37.48 deg C
2016/06/16 06:00:55.756440:		CCC_THERMAL2
2016/06/16 06:00:55.756563:		    Instant: 36.65 deg C
2016/06/16 06:00:55.756681:		    Max    : 37.39 deg C
2016/06/16 06:00:55.769110:		    Min    : 36.65 deg C
2016/06/16 06:00:55.769181:		    Average: 36.90 deg C
2016/06/16 06:00:55.769230:	------------------------------------------------------------------------------
2016/06/16 06:00:55.769275:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.783217:	------------------------------------------------------------------------------
2016/06/16 06:00:55.783347:	[REPORT]: CCC_THERMAL0_46 = 37.64 [-2147483648,2147483647]
2016/06/16 06:00:55.799842:	[REPORT]: CCC_THERMAL1_46 = 37.14 [-2147483648,2147483647]
2016/06/16 06:00:55.800189:	[REPORT]: CCC_THERMAL2_46 = 36.64999999999999 [-2147483648,2147483647]
2016/06/16 06:00:55.800327:	------------------------------------------------------------------------------
2016/06/16 06:00:55.815472:	[16 06:00:55] .... 			stockholm --set ap_baudrate 115200
2016/06/16 06:00:55.815694:	------------------------------------------------------------------------------
2016/06/16 06:00:55.815921:	:-) stockholm --set ap_baudrate 115200
2016/06/16 06:00:55.837525:	Setting parameter 'ap_baudrate' to 115200
2016/06/16 06:00:55.839527:	OK
2016/06/16 06:00:55.852355:	------------------------------------------------------------------------------
2016/06/16 06:00:55.859104:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.866405:	[16 06:00:55] .... 			stockholm --off --on
2016/06/16 06:00:55.867331:	------------------------------------------------------------------------------
2016/06/16 06:00:55.867927:	:-) stockholm --off --on
2016/06/16 06:00:55.868089:	Stockholm is already powered off!
2016/06/16 06:00:55.890048:	OK
2016/06/16 06:00:55.901709:	------------------------------------------------------------------------------
2016/06/16 06:00:55.908043:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.913872:	[16 06:00:55] .... 			stockholm --properties firmware-version
2016/06/16 06:00:55.925405:	------------------------------------------------------------------------------
2016/06/16 06:00:55.932371:	:-) stockholm --properties firmware-version
2016/06/16 06:00:55.940708:	firmware-version: 0x0
2016/06/16 06:00:55.944373:	OK
2016/06/16 06:00:55.944635:	------------------------------------------------------------------------------
2016/06/16 06:00:55.949150:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.949262:	[16 06:00:55] .... 			stockholm --properties firmware-revision
2016/06/16 06:00:55.949338:	------------------------------------------------------------------------------
2016/06/16 06:00:55.949395:	:-) stockholm --properties firmware-revision
2016/06/16 06:00:55.949665:	firmware-revision: 0x0
2016/06/16 06:00:55.949836:	OK
2016/06/16 06:00:55.949894:	------------------------------------------------------------------------------
2016/06/16 06:00:55.958775:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.958863:	[16 06:00:55] .... 			stockholm --properties firmware-type
2016/06/16 06:00:55.958920:	------------------------------------------------------------------------------
2016/06/16 06:00:55.974748:	:-) stockholm --properties firmware-type
2016/06/16 06:00:55.974815:	firmware-type: Production
2016/06/16 06:00:55.974870:	OK
2016/06/16 06:00:55.974919:	------------------------------------------------------------------------------
2016/06/16 06:00:55.974964:	[16 06:00:55] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.992667:	------------------------------------------------------------------------------
2016/06/16 06:00:55.992747:	[BBMTE]: shfw finished with result true , 0.183s
2016/06/16 06:00:56.009342:	------------------------------------------------------------------------------
2016/06/16 06:00:56.009415:	[16 06:00:55] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:56.009468:	------------------------------------------------------------------------------
2016/06/16 06:00:56.026241:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:56.026310:	Disabling color option...
2016/06/16 06:00:56.026359:	OK
2016/06/16 06:00:56.026405:	------------------------------------------------------------------------------
